"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MIR100HG",5.78925934807298e-242,4.70553297133635,0.239,0.016,3.40813697821056e-237,"monocyte (inaccurate annotation)","MIR100HG"
"PLA2G16.2",8.5239706958712e-242,3.21359585067952,0.552,0.105,5.01806154865937e-237,"monocyte (inaccurate annotation)","PLA2G16"
"ZNF503.1",1.02602557963117e-240,3.79568547785518,0.475,0.077,6.04021258728867e-236,"monocyte (inaccurate annotation)","ZNF503"
"JUND.2",1.83447271031282e-239,1.7169668614328,1,0.974,1.07995408456115e-234,"monocyte (inaccurate annotation)","JUND"
"NES",7.53164911193528e-239,4.89458596136021,0.219,0.013,4.4338818321963e-234,"monocyte (inaccurate annotation)","NES"
"IRF1.2",2.89364102540906e-238,3.58738417833985,0.897,0.459,1.70348647165831e-233,"monocyte (inaccurate annotation)","IRF1"
"DUSP6.2",1.30298538572665e-237,3.81176885062703,0.527,0.1,7.67067496577282e-233,"monocyte (inaccurate annotation)","DUSP6"
"CD59.2",5.19456030657457e-237,3.33906983430095,0.796,0.303,3.05803765248045e-232,"monocyte (inaccurate annotation)","CD59"
"RDX.1",2.13647629956731e-236,3.44613574798314,0.648,0.167,1.25774359755527e-231,"monocyte (inaccurate annotation)","RDX"
"FOXO1.2",1.00062591203796e-233,3.03728495016186,0.742,0.233,5.89068474416749e-229,"monocyte (inaccurate annotation)","FOXO1"
"RCAN1.2",9.03178565512681e-233,6.37795610975703,0.576,0.134,5.31701221517315e-228,"monocyte (inaccurate annotation)","RCAN1"
"SOX4.1",1.48590408887566e-231,3.91122615270004,0.838,0.354,8.74751737121102e-227,"monocyte (inaccurate annotation)","SOX4"
"IP6K3",5.26732717315861e-231,7.332810735308,0.11,0.002,3.10087550683847e-226,"monocyte (inaccurate annotation)","IP6K3"
"KLF15",9.80565630057591e-231,5.05450507775403,0.212,0.013,5.77258986414904e-226,"monocyte (inaccurate annotation)","KLF15"
"GJC3",1.12658241997223e-230,7.51012111463713,0.107,0.001,6.63219070637651e-226,"monocyte (inaccurate annotation)","GJC3"
"AC093535.2",7.31050221919436e-230,6.01878483331577,0.147,0.005,4.30369265643972e-225,"monocyte (inaccurate annotation)","AC093535.2"
"SEMA3B.2",2.7257612155412e-229,4.09873413896691,0.549,0.119,1.6046556275891e-224,"monocyte (inaccurate annotation)","SEMA3B"
"LPAR1",3.34715296441359e-229,4.30334820907695,0.381,0.05,1.97046895015028e-224,"monocyte (inaccurate annotation)","LPAR1"
"AL133444.1",1.15939426377452e-228,5.4664089061432,0.145,0.004,6.82535403084059e-224,"monocyte (inaccurate annotation)","AL133444.1"
"TUBA1A.2",2.15074319807267e-228,3.17542430095528,0.864,0.368,1.26614252070538e-223,"monocyte (inaccurate annotation)","TUBA1A"
"HSPA8.2",7.20233427777024e-227,2.26347046601675,0.983,0.808,4.24001418932334e-222,"monocyte (inaccurate annotation)","HSPA8"
"TDRD9",1.23075442775814e-226,6.50436676628703,0.12,0.002,7.24545131621214e-222,"monocyte (inaccurate annotation)","TDRD9"
"ATF3.2",2.78811122956216e-225,2.5172207497657,0.961,0.571,1.64136108084324e-220,"monocyte (inaccurate annotation)","ATF3"
"SERPINA3",1.63835631924839e-223,6.3183638149613,0.127,0.003,9.64500365141525e-219,"monocyte (inaccurate annotation)","SERPINA3"
"MXRA8",1.2233498315859e-222,3.28053129445436,0.372,0.047,7.20186045854621e-218,"monocyte (inaccurate annotation)","MXRA8"
"BTG2.2",2.32003406192222e-222,2.75307653405337,0.956,0.652,1.36580405225361e-217,"monocyte (inaccurate annotation)","BTG2"
"MOXD1",4.09964025677339e-221,5.7631299300257,0.151,0.005,2.41345821916249e-216,"monocyte (inaccurate annotation)","MOXD1"
"MLF1.2",4.79558938176656e-221,3.26112780193972,0.744,0.253,2.82316346904597e-216,"monocyte (inaccurate annotation)","MLF1"
"PEBP1.1",9.7093396484255e-221,2.23723004335509,0.936,0.545,5.71588825102809e-216,"monocyte (inaccurate annotation)","PEBP1"
"HSPA2.2",2.39577716478456e-220,2.93067960084776,0.744,0.245,1.41039401690867e-215,"monocyte (inaccurate annotation)","HSPA2"
"SELENOP.1",1.23273860416619e-218,2.58705799220443,0.713,0.204,7.25713216272637e-214,"monocyte (inaccurate annotation)","SELENOP"
"EPHA7",2.63299623925659e-217,5.14394891686006,0.168,0.007,1.55004488605035e-212,"monocyte (inaccurate annotation)","EPHA7"
"IRS2.2",3.57463885174446e-217,3.00001084727194,0.738,0.249,2.10438989202196e-212,"monocyte (inaccurate annotation)","IRS2"
"ZCCHC24",5.80520276857056e-217,4.02131594635986,0.317,0.035,3.41752286985749e-212,"monocyte (inaccurate annotation)","ZCCHC24"
"LAMA4",3.08812156829486e-216,3.89600083558319,0.287,0.028,1.81797716725518e-211,"monocyte (inaccurate annotation)","LAMA4"
"CCN5",5.92731035348099e-216,5.23545428326966,0.324,0.037,3.48940760509426e-211,"monocyte (inaccurate annotation)","CCN5"
"RHAG",2.88009231139692e-215,7.50529672159188,0.107,0.002,1.69551034371937e-210,"monocyte (inaccurate annotation)","RHAG"
"KCTD1",1.85767639487754e-214,5.43867551462075,0.25,0.021,1.09361409366441e-209,"monocyte (inaccurate annotation)","KCTD1"
"RBBP6.2",2.55863128770785e-214,2.93038884145627,0.843,0.401,1.50626623907361e-209,"monocyte (inaccurate annotation)","RBBP6"
"CALM2.2",1.26002536967122e-213,1.75221504329692,0.993,0.865,7.41776935125445e-209,"monocyte (inaccurate annotation)","CALM2"
"MT2A.2",5.92594175575552e-213,2.37063967808791,0.899,0.407,3.48860191161328e-208,"monocyte (inaccurate annotation)","MT2A"
"PPM1K.2",2.84213116752509e-212,3.17194708137507,0.586,0.135,1.67316261832202e-207,"monocyte (inaccurate annotation)","PPM1K"
"LIMS2",1.27855395794281e-207,4.55370830077782,0.192,0.011,7.52684715040931e-203,"monocyte (inaccurate annotation)","LIMS2"
"CST3.1",1.57007411568338e-207,1.81380508606738,0.969,0.592,9.24302631902809e-203,"monocyte (inaccurate annotation)","CST3"
"CCNL1.2",5.40109163126622e-206,2.07100192064092,0.954,0.765,3.17962264332643e-201,"monocyte (inaccurate annotation)","CCNL1"
"PEG10",1.10106125936317e-205,5.01667142915205,0.265,0.025,6.48194763387096e-201,"monocyte (inaccurate annotation)","PEG10"
"FIBIN",1.14596798466473e-205,4.40041984458399,0.215,0.015,6.74631352572125e-201,"monocyte (inaccurate annotation)","FIBIN"
"RBP1",2.80889754840812e-205,4.65305523824416,0.239,0.02,1.65359798674786e-200,"monocyte (inaccurate annotation)","RBP1"
"SCARA3",2.49996676830047e-203,5.10758419115195,0.171,0.009,1.47173043649849e-198,"monocyte (inaccurate annotation)","SCARA3"
"PTPN13",6.83921737118465e-203,4.01507843711306,0.273,0.027,4.0262472664164e-198,"monocyte (inaccurate annotation)","PTPN13"
"HLA-E.1",4.36365682744864e-202,2.60360511674233,0.952,0.701,2.56888477431901e-197,"monocyte (inaccurate annotation)","HLA-E"
"VMP1.1",5.31158665688208e-199,2.77201168181903,0.882,0.507,3.12693106490648e-194,"monocyte (inaccurate annotation)","VMP1"
"ASAP2.2",2.89009141611266e-198,3.83044939094176,0.549,0.138,1.70139681666553e-193,"monocyte (inaccurate annotation)","ASAP2"
"GULP1",1.85014832511845e-197,4.12957901751692,0.285,0.031,1.08918231899723e-192,"monocyte (inaccurate annotation)","GULP1"
"COL1A2",2.18674000008211e-197,3.00178150051034,0.346,0.045,1.28733383804834e-192,"monocyte (inaccurate annotation)","COL1A2"
"ITPR1.2",1.25786451894243e-195,3.25556366711731,0.517,0.111,7.40504842301407e-191,"monocyte (inaccurate annotation)","ITPR1"
"ABCA1.2",1.12493975499828e-194,3.48662340856577,0.449,0.085,6.62252033767489e-190,"monocyte (inaccurate annotation)","ABCA1"
"SGCE",3.34346879776902e-193,3.92792359337713,0.273,0.028,1.96830008124662e-188,"monocyte (inaccurate annotation)","SGCE"
"ZFP36L1.2",1.1719716761124e-192,2.56059697624241,0.867,0.443,6.89939725727369e-188,"monocyte (inaccurate annotation)","ZFP36L1"
"SOX8",3.38663063144053e-191,4.97812469726766,0.169,0.009,1.99370945272904e-186,"monocyte (inaccurate annotation)","SOX8"
"AXL",4.24529854858478e-191,3.67945768711122,0.311,0.038,2.49920725555186e-186,"monocyte (inaccurate annotation)","AXL"
"TGFB2",4.82481383482433e-191,5.51810957956841,0.133,0.005,2.84036790456108e-186,"monocyte (inaccurate annotation)","TGFB2"
"RPS18.2",7.17477177851965e-191,-2.15084408005621,0.989,0.978,4.22378814601452e-186,"monocyte (inaccurate annotation)","RPS18"
"FOS.2",1.25643345532623e-190,2.87678651993646,0.982,0.893,7.39662375150552e-186,"monocyte (inaccurate annotation)","FOS"
"GADD45B.2",1.0488302315621e-188,2.64144486958583,0.89,0.536,6.17446357320607e-184,"monocyte (inaccurate annotation)","GADD45B"
"PRSS23.2",9.31623643783128e-188,4.12457178766939,0.435,0.085,5.48446839095127e-183,"monocyte (inaccurate annotation)","PRSS23"
"EIF1.2",1.12846218230892e-187,1.24068398701499,1,0.977,6.64325686725261e-183,"monocyte (inaccurate annotation)","EIF1"
"OSMR-AS1",8.85612175344878e-187,5.59000070633851,0.138,0.006,5.2135988762553e-182,"monocyte (inaccurate annotation)","OSMR-AS1"
"LMCD1",1.16765925522196e-186,4.66836626168176,0.26,0.027,6.8740100354917e-182,"monocyte (inaccurate annotation)","LMCD1"
"RPL36.2",4.59936490676255e-186,-1.90913373230104,0.913,0.971,2.70764612061111e-181,"monocyte (inaccurate annotation)","RPL36"
"ZFAND5.1",1.91713377656231e-185,2.4371113512941,0.888,0.521,1.12861665426223e-180,"monocyte (inaccurate annotation)","ZFAND5"
"HSPG2.2",2.47427040812426e-185,3.93736719134655,0.483,0.108,1.45660298926275e-180,"monocyte (inaccurate annotation)","HSPG2"
"AHR.2",2.5822533966498e-185,2.86704850386721,0.65,0.198,1.52017257460773e-180,"monocyte (inaccurate annotation)","AHR"
"TIMP2.2",2.72426521667336e-185,2.09828488381442,0.564,0.128,1.60377493305561e-180,"monocyte (inaccurate annotation)","TIMP2"
"RPS29.2",9.36602633930843e-185,-2.4717699326847,0.913,0.97,5.51377970595087e-180,"monocyte (inaccurate annotation)","RPS29"
"IRF9.1",4.43321684940036e-184,3.40835381115568,0.449,0.088,2.60983475924199e-179,"monocyte (inaccurate annotation)","IRF9"
"STMN1.2",6.05781300754234e-180,2.352116901594,0.761,0.289,3.56623451754017e-175,"monocyte (inaccurate annotation)","STMN1"
"ASPA",7.70639808850167e-180,5.06916000772945,0.184,0.013,4.53675655470093e-175,"monocyte (inaccurate annotation)","ASPA"
"SOD3.2",1.64458556462311e-179,3.15796469443566,0.571,0.157,9.68167521893623e-175,"monocyte (inaccurate annotation)","SOD3"
"PER3",5.69504409421094e-179,3.90665403936738,0.361,0.057,3.35267245826198e-174,"monocyte (inaccurate annotation)","PER3"
"PHLDA1.2",6.61494937088973e-179,3.29589642559812,0.597,0.167,3.89422069464278e-174,"monocyte (inaccurate annotation)","PHLDA1"
"EFS",1.80428917175199e-178,5.03643209532527,0.158,0.009,1.0621850354104e-173,"monocyte (inaccurate annotation)","EFS"
"DPYSL3",2.92082224476882e-178,4.02266039542941,0.223,0.02,1.71948805549541e-173,"monocyte (inaccurate annotation)","DPYSL3"
"DCUN1D3",3.96175005124751e-178,4.15117667404232,0.376,0.064,2.33228225516941e-173,"monocyte (inaccurate annotation)","DCUN1D3"
"AFAP1L2",3.87432369610107e-177,4.8172783961285,0.186,0.013,2.2808143598947e-172,"monocyte (inaccurate annotation)","AFAP1L2"
"ARHGAP31",1.57282083762755e-176,4.42276310786083,0.206,0.017,9.25919627111339e-172,"monocyte (inaccurate annotation)","ARHGAP31"
"EGR3.1",4.04198991379754e-176,3.68171083935654,0.435,0.086,2.37951946225261e-171,"monocyte (inaccurate annotation)","EGR3"
"NFATC2.2",5.16264032521049e-176,3.76598617220795,0.47,0.103,3.03924635945142e-171,"monocyte (inaccurate annotation)","NFATC2"
"SOX6",1.06745714732786e-175,3.86962409343417,0.276,0.033,6.28412022631914e-171,"monocyte (inaccurate annotation)","SOX6"
"TMEM176A.1",3.35443789215075e-174,2.91082532077359,0.669,0.244,1.97475758710915e-169,"monocyte (inaccurate annotation)","TMEM176A"
"FEZ1",3.8036030106968e-174,3.79469384000072,0.254,0.027,2.23918109239721e-169,"monocyte (inaccurate annotation)","FEZ1"
"SELENOM.1",4.96820520848661e-173,2.18976401972537,0.691,0.216,2.92478240623607e-168,"monocyte (inaccurate annotation)","SELENOM"
"PLEKHO2",5.17441253611704e-173,4.05979261909958,0.247,0.026,3.0461766600121e-168,"monocyte (inaccurate annotation)","PLEKHO2"
"ITGB4.1",3.68104383588238e-172,3.72633942796955,0.552,0.162,2.16703050618396e-167,"monocyte (inaccurate annotation)","ITGB4"
"PHACTR4.1",6.97897064237475e-172,3.41577948595456,0.681,0.271,4.10852001716602e-167,"monocyte (inaccurate annotation)","PHACTR4"
"PCF11.1",9.37507369996098e-172,2.84582237407334,0.746,0.334,5.51910588716703e-167,"monocyte (inaccurate annotation)","PCF11"
"COL4A1",3.8524269726053e-171,3.03187718623776,0.298,0.038,2.26792375877274e-166,"monocyte (inaccurate annotation)","COL4A1"
"BCYRN1.2",2.67442568325803e-170,2.48777129101909,0.626,0.187,1.574434399734e-165,"monocyte (inaccurate annotation)","BCYRN1"
"CNN1",9.08259916831105e-170,4.19387043007612,0.184,0.014,5.34692613038472e-165,"monocyte (inaccurate annotation)","CNN1"
"PPP1R15A.1",5.94659477303325e-169,1.79823854196959,0.967,0.765,3.50076034288468e-164,"monocyte (inaccurate annotation)","PPP1R15A"
"MAGI2-AS3",1.47093329711864e-168,3.52742820610349,0.285,0.036,8.65938432013743e-164,"monocyte (inaccurate annotation)","MAGI2-AS3"
"LOXL2",7.98792325928057e-168,5.60110618540611,0.125,0.005,4.70249042273847e-163,"monocyte (inaccurate annotation)","LOXL2"
"ANXA5.1",8.01357038201323e-168,2.34749431931159,0.744,0.304,4.71758888389119e-163,"monocyte (inaccurate annotation)","ANXA5"
"NR4A3.2",1.57672294166179e-167,3.32454013427774,0.547,0.147,9.28216795756296e-163,"monocyte (inaccurate annotation)","NR4A3"
"KIAA1217.1",3.81238595863698e-167,3.70574770296184,0.519,0.142,2.24435161384959e-162,"monocyte (inaccurate annotation)","KIAA1217"
"CLIP3",9.77175454506395e-167,4.47682670802227,0.175,0.012,5.75263190067915e-162,"monocyte (inaccurate annotation)","CLIP3"
"GLI3",1.37629980146654e-166,4.01090512693892,0.227,0.022,8.1022769312335e-162,"monocyte (inaccurate annotation)","GLI3"
"HNRNPA2B1.1",2.51511258423962e-166,1.51828756455852,0.987,0.901,1.48064677834186e-161,"monocyte (inaccurate annotation)","HNRNPA2B1"
"RND2",1.20561343346385e-165,5.60862846422857,0.116,0.004,7.09744628280169e-161,"monocyte (inaccurate annotation)","RND2"
"CIT",3.37938173586768e-165,5.52220096449123,0.164,0.011,1.9894420279053e-160,"monocyte (inaccurate annotation)","CIT"
"RPS21.2",6.53917713821272e-165,-1.95328221551857,0.884,0.955,3.84961358126583e-160,"monocyte (inaccurate annotation)","RPS21"
"CTSF",3.91508213510807e-164,3.32018980956296,0.317,0.046,2.30480885293812e-159,"monocyte (inaccurate annotation)","CTSF"
"PLXNA4",3.12842635595836e-163,5.62253204079471,0.12,0.005,1.84170459575269e-158,"monocyte (inaccurate annotation)","PLXNA4"
"RPLP2.2",4.16588157093311e-162,-1.74786064982968,0.967,0.973,2.45245448080832e-157,"monocyte (inaccurate annotation)","RPLP2"
"ID4.2",1.27974022889033e-161,3.95935447875622,0.543,0.152,7.53383072747735e-157,"monocyte (inaccurate annotation)","ID4"
"COMT.1",3.4301608524385e-161,2.91896376207355,0.646,0.247,2.01933569383054e-156,"monocyte (inaccurate annotation)","COMT"
"RNF180",3.87003409798096e-161,5.45737218452771,0.125,0.006,2.27828907348139e-156,"monocyte (inaccurate annotation)","RNF180"
"RPS19.2",5.41148353058026e-161,-2.08330483691432,0.976,0.97,3.1857403544526e-156,"monocyte (inaccurate annotation)","RPS19"
"NDRG1.1",5.6849520028806e-161,2.26576505812631,0.812,0.459,3.34673124409581e-156,"monocyte (inaccurate annotation)","NDRG1"
"TBX3.1",6.35332239199511e-161,3.77252977217963,0.435,0.097,3.74020089216752e-156,"monocyte (inaccurate annotation)","TBX3"
"SNHG26",9.6896126270893e-161,4.62239075709424,0.171,0.012,5.70427495356747e-156,"monocyte (inaccurate annotation)","SNHG26"
"GRASP.2",1.00449141728233e-160,2.83543045058023,0.479,0.11,5.91344097354107e-156,"monocyte (inaccurate annotation)","GRASP"
"RPL29.2",7.03602771301514e-160,-1.65186655358197,0.912,0.968,4.14210951465202e-155,"monocyte (inaccurate annotation)","RPL29"
"RPL37.2",1.32250728602229e-158,-1.94004604944229,0.926,0.965,7.78560039281323e-154,"monocyte (inaccurate annotation)","RPL37"
"ENDOD1.1",1.87813628587843e-158,3.67446447579143,0.503,0.138,1.10565883149663e-153,"monocyte (inaccurate annotation)","ENDOD1"
"RPL13.2",3.02972066779278e-158,-1.98857861784443,0.98,0.973,1.78359655712961e-153,"monocyte (inaccurate annotation)","RPL13"
"RPL12.2",3.37960320258781e-158,-1.73436252081288,0.88,0.966,1.98957240536345e-153,"monocyte (inaccurate annotation)","RPL12"
"RHOB.2",1.26841760336056e-157,2.28170664368928,0.864,0.519,7.46717443098363e-153,"monocyte (inaccurate annotation)","RHOB"
"RPS24.1",1.59040042193666e-157,-1.6391820000716,0.928,0.966,9.3626872839411e-153,"monocyte (inaccurate annotation)","RPS24"
"PTX3",1.9525517900308e-157,5.91729158370898,0.175,0.013,1.14946723879113e-152,"monocyte (inaccurate annotation)","PTX3"
"STARD3",2.99519831725036e-157,3.60573950670843,0.383,0.074,1.76327324936528e-152,"monocyte (inaccurate annotation)","STARD3"
"RETREG1.1",1.93910250460206e-156,3.14535288951056,0.569,0.182,1.14154964445923e-151,"monocyte (inaccurate annotation)","RETREG1"
"ZNF652.2",2.17340539433523e-156,3.45303749685256,0.516,0.145,1.27948375564515e-151,"monocyte (inaccurate annotation)","ZNF652"
"SDK2",3.60216729125944e-156,5.43088580639345,0.122,0.005,2.12059588436443e-151,"monocyte (inaccurate annotation)","SDK2"
"RPS8.2",8.83465458797742e-156,-1.82054765703228,0.943,0.967,5.20096115594231e-151,"monocyte (inaccurate annotation)","RPS8"
"CAVIN3",8.85860015129095e-156,3.37673997792125,0.306,0.045,5.21505790906498e-151,"monocyte (inaccurate annotation)","CAVIN3"
"HBEGF.2",1.62331128346341e-155,2.6114988453964,0.72,0.298,9.55643352574908e-151,"monocyte (inaccurate annotation)","HBEGF"
"SCD.2",3.08024091725489e-155,3.77094056182095,0.381,0.075,1.81333782798795e-150,"monocyte (inaccurate annotation)","SCD"
"ZSWIM6.1",1.09877256007259e-154,2.84806135038924,0.648,0.248,6.46847406114736e-150,"monocyte (inaccurate annotation)","ZSWIM6"
"RAB31",1.47827294308002e-154,3.52825881239332,0.285,0.04,8.70259281591208e-150,"monocyte (inaccurate annotation)","RAB31"
"SRSF3.1",1.72420978798921e-154,1.73930667340077,0.947,0.77,1.01504230218925e-149,"monocyte (inaccurate annotation)","SRSF3"
"PTK2.2",1.90571719830854e-154,4.09844886165606,0.506,0.146,1.12189571464424e-149,"monocyte (inaccurate annotation)","PTK2"
"MT1M.2",2.00111112742266e-154,3.23489827907719,0.529,0.145,1.17805412071372e-149,"monocyte (inaccurate annotation)","MT1M"
"RALGPS2.2",3.65232035473827e-154,2.80112882027944,0.648,0.249,2.15012099283442e-149,"monocyte (inaccurate annotation)","RALGPS2"
"COL18A1",5.44842935875801e-154,3.07363177055232,0.326,0.051,3.20749036350084e-149,"monocyte (inaccurate annotation)","COL18A1"
"ZNF708",2.02459382350496e-153,3.57768321636206,0.355,0.064,1.19187838389737e-148,"monocyte (inaccurate annotation)","ZNF708"
"RPL34.2",2.4390986246714e-153,-2.00718128621143,0.924,0.967,1.43589736034405e-148,"monocyte (inaccurate annotation)","RPL34"
"KCTD11",2.87884348040229e-153,4.66042358001176,0.247,0.03,1.69477515691283e-148,"monocyte (inaccurate annotation)","KCTD11"
"SORBS1",3.15947199443342e-153,4.03500138249845,0.298,0.045,1.85998116312295e-148,"monocyte (inaccurate annotation)","SORBS1"
"TSC22D2.1",1.46954175319637e-152,2.93746722389785,0.722,0.339,8.65119230106701e-148,"monocyte (inaccurate annotation)","TSC22D2"
"IL6",6.32541074223556e-152,5.45533812809164,0.171,0.013,3.72376930395407e-147,"monocyte (inaccurate annotation)","IL6"
"PDLIM3",7.85362818364476e-152,3.81259013515569,0.195,0.018,4.62343091171167e-147,"monocyte (inaccurate annotation)","PDLIM3"
"RPL13A.2",1.15778315471576e-151,-1.61031465451982,0.978,0.977,6.8158694318117e-147,"monocyte (inaccurate annotation)","RPL13A"
"PSAP.2",2.77678645035854e-150,2.09672644357763,0.783,0.403,1.63469418332607e-145,"monocyte (inaccurate annotation)","PSAP"
"JUN.2",1.02088047669903e-149,2.78008223524647,0.95,0.825,6.00992336632722e-145,"monocyte (inaccurate annotation)","JUN"
"SAT1.2",1.41109655190382e-149,1.82463922892034,0.969,0.91,8.30712540105778e-145,"monocyte (inaccurate annotation)","SAT1"
"CSRNP1.2",1.77034703340105e-149,2.49119515101546,0.755,0.367,1.0422032985632e-144,"monocyte (inaccurate annotation)","CSRNP1"
"PDE1C",9.40922989502877e-149,5.622861321,0.107,0.004,5.53921363920344e-144,"monocyte (inaccurate annotation)","PDE1C"
"JHY",3.05886138217006e-148,4.2318679485639,0.206,0.021,1.80075169568352e-143,"monocyte (inaccurate annotation)","JHY"
"RPL8.2",3.64827753466442e-148,-1.57828881847463,0.937,0.973,2.14774098465694e-143,"monocyte (inaccurate annotation)","RPL8"
"PNMT",1.09558673220105e-147,3.73202252392195,0.177,0.015,6.44971909246756e-143,"monocyte (inaccurate annotation)","PNMT"
"SAP18.1",1.14154103312364e-147,1.92240470410939,0.908,0.723,6.72025206199885e-143,"monocyte (inaccurate annotation)","SAP18"
"GDNF",2.712394333845e-147,5.71252514421252,0.101,0.004,1.59678654433455e-142,"monocyte (inaccurate annotation)","GDNF"
"RPL31.2",3.73117093463766e-146,-1.8782391482817,0.654,0.932,2.19654032922119e-141,"monocyte (inaccurate annotation)","RPL31"
"MATN2",5.73094440109473e-146,3.53895399109787,0.348,0.065,3.37380696892447e-141,"monocyte (inaccurate annotation)","MATN2"
"CSRP2",6.35643300179895e-146,3.92901570277241,0.247,0.031,3.74203210815904e-141,"monocyte (inaccurate annotation)","CSRP2"
"CTNNA1.1",7.04713051874686e-146,2.64205499244821,0.707,0.343,4.14864573638628e-141,"monocyte (inaccurate annotation)","CTNNA1"
